Query Name,PPL Query,Better Performance,Performance Improvement,Calcite Request Count,Non-Calcite Request Count,Calcite Median (ms),Non-Calcite Median (ms),Median Change,Calcite Average (ms),Non-Calcite Average (ms),Average Change,Calcite Min (ms),Non-Calcite Min (ms),Min Change,Calcite Max (ms),Non-Calcite Max (ms),Max Change,Calcite 95% (ms),Non-Calcite 95% (ms),95% Change,Calcite 99% (ms),Non-Calcite 99% (ms),99% Change,Calcite Requests/s,Non-Calcite Requests/s,Requests/s Change,Calcite Failures,Non-Calcite Failures
PPL Query: big5/query_string_on_message_filtered_sorted_num,"source = big5
| where `@timestamp` >= '2023-01-03 00:00:00' and `@timestamp` < '2023-01-03 10:00:00'
  AND query_string(['message'], 'monkey jackal bear')
| sort `@timestamp`
| head 10",Non-Calcite,37.66% faster,1009,1027,25,16,56.25%,26.538224687822876,16.545224509249884,60.40%,20.948999999745865,11.50258399957238,82.12%,351.2635000006412,189.844708000237,85.03%,30,20,50.00%,35,23,52.17%,0.6731487889053315,0.6849705323458626,-1.73%,0,0
PPL Query: big5/range,"source = big5
| where `@timestamp` >= '2023-01-01 00:00:00' and `@timestamp` < '2023-01-03 00:00:00'
| head 10",Non-Calcite,20.99% faster,1024,1028,20,16,25.00%,20.78270397850801,16.421230123531288,26.56%,15.515458000663784,11.239875000683242,38.04%,333.79462499942747,195.1682909993906,71.03%,23,20,15.00%,32,28,14.29%,0.6831559562329628,0.6856374948895294,-0.36%,0,0
PPL Query: big5/range_field_conjunction_big_range_big_term_query,"source = big5
| where `process.name` = 'systemd' and `metrics.size` >= 1 and `metrics.size` <= 100
| head 10",Non-Calcite,10.24% faster,950,1014,18,16,12.50%,19.771667531570195,17.74610273566397,11.41%,14.32854100039549,11.132667000310905,28.71%,360.06654199991317,1384.8499169998831,-74.00%,22,19,15.79%,30,24,25.00%,0.6337872640833151,0.6763000192781934,-6.29%,0,0
PPL Query: big5/range_field_conjunction_small_range_big_term_query,"source = big5
| where `metrics.size` >= 20 and `metrics.size` <= 30
| head 10",Non-Calcite,11.71% faster,1035,1002,18,16,12.50%,18.80523423479262,16.603093097798453,13.26%,14.095084000018687,11.028874999283287,27.80%,341.4615830006369,342.88554199974897,-0.42%,22,19,15.79%,29,24,20.83%,0.6904945456065591,0.6682964687541911,3.32%,0,0
PPL Query: big5/range_field_conjunction_small_range_small_term_query,"source = big5
| where `aws.cloudwatch.log_stream` = 'indigodagger' or (`metrics.size` >= 10 and `metrics.size` <= 20)
| head 10",Non-Calcite,13.39% faster,995,985,18,16,12.50%,19.23126069949689,16.65660907917858,15.46%,14.545500000167522,11.040416000469122,31.75%,331.8949580007029,317.2063749998415,4.63%,22,20,10.00%,32,24,33.33%,0.663808766066209,0.6569581055118545,1.04%,0,0
PPL Query: big5/range_field_disjunction_big_range_small_term_query,"source = big5
| where `aws.cloudwatch.log_stream` = 'indigodagger' or (`metrics.size` >= 1 and `metrics.size` <= 100)
| head 10",Non-Calcite,9.02% faster,1013,981,18,16,12.50%,18.730400435363144,17.04091074208323,9.91%,14.36879199991381,11.260375000347269,27.60%,111.28587499979405,346.982625000237,-67.93%,22,20,10.00%,27,26,3.85%,0.6758173668593664,0.6542902553371871,3.29%,0,0
PPL Query: big5/range_numeric,"source = big5
| where `metrics.size` >= 20 and `metrics.size` <= 200
| head 10",Non-Calcite,1.21% faster,993,987,18,16,12.50%,18.24473620747107,18.023604273540037,1.23%,14.13216699984332,10.930417000054147,29.29%,87.32341699987956,437.1678750003411,-80.03%,22,19,15.79%,25,38,-34.21%,0.6624744770891914,0.6582920305991883,0.64%,0,0
PPL Query: big5/range_with_asc_sort,"source = big5
| where `@timestamp` >= '2023-01-01 00:00:00' and `@timestamp` <= '2023-01-13 00:00:00'
| sort + `@timestamp`
| head 10",Non-Calcite,19.65% faster,1020,957,22,16,37.50%,22.31503746763391,17.92998754964034,24.46%,17.239540999980818,11.261707999437933,53.08%,354.89987499931885,855.6813329996658,-58.52%,26,20,30.00%,33,22,50.00%,0.6804873782789278,0.6382831542891826,6.61%,0,0
PPL Query: big5/range_with_desc_sort,"source = big5
| where `@timestamp` >= '2023-01-01 00:00:00' and `@timestamp` <= '2023-01-13 00:00:00'
| sort - `@timestamp`
| head 10",Non-Calcite,25.09% faster,963,1000,22,16,37.50%,22.238656023889657,16.65965557999516,33.49%,17.372290999446705,11.331874999996217,53.30%,221.66604199992435,321.7912919999435,-31.11%,26,20,30.00%,35,25,40.00%,0.6424601424339288,0.6669625436668574,-3.67%,0,0
PPL Query: big5/sort_keyword_can_match_shortcut,"source = big5 process.name=kernel
| sort + `meta.file`
| head 10",Non-Calcite,9.89% faster,1024,966,39,33,18.18%,39.83388652636899,35.89534439546561,10.97%,34.79141699972388,27.854709000166626,24.90%,374.6817090004697,1584.445333000076,-76.35%,43,37,16.22%,46,46,0.00%,0.6831559562329628,0.6442858171821843,6.03%,0,0
PPL Query: big5/sort_numeric_asc,"source = big5
| sort + `metrics.size`
| head 10",Non-Calcite,7.41% faster,948,990,22,19,15.79%,22.14337918353387,20.50364853838332,8.00%,17.69916600005672,13.677042000381334,29.41%,57.33237499953248,946.7278749998512,-93.94%,26,23,13.04%,33,33,0.00%,0.6324529751062976,0.6602929182301889,-4.22%,0,0
PPL Query: big5/sort_numeric_desc,"source = big5
| sort - `metrics.size`
| head 10",Non-Calcite,11.01% faster,983,971,22,19,15.79%,22.822294418102896,20.309288691046543,12.37%,18.125957999927778,14.440250000006928,25.52%,348.18616600023233,356.1919169997054,-2.25%,26,23,13.04%,34,31,9.68%,0.6558030322041039,0.6476206299005185,1.26%,0,0
PPL Query: big5/term,"source = big5
| where `log.file.path` = '/var/log/messages/birdknight'
| head 10",Non-Calcite,12.53% faster,954,993,18,16,12.50%,18.94104704192528,16.567548382669344,14.33%,13.543875000323167,11.47612500062678,18.02%,349.1033749996859,337.14529200005927,3.55%,22,19,15.79%,32,25,28.00%,0.6364558420373501,0.6622938058611894,-3.90%,0,0
PPL Query: big5/terms_significant_1,"source = big5
| where `@timestamp` >= '2023-01-01 00:00:00' and `@timestamp` < '2023-01-03 00:00:00'
| stats count() by `aws.cloudwatch.log_stream`, `process.name`
| head 10",Non-Calcite,13.12% faster,1003,979,23,16,43.75%,23.689372169493968,20.580316868231083,15.11%,18.96633300020767,11.423959000239847,66.02%,221.3012920001347,1725.3810410002188,-87.17%,27,20,35.00%,31,33,-6.06%,0.6691459219742789,0.6529563302498534,2.48%,0,0
PPL Query: big5/terms_significant_2,"source = big5
| where `@timestamp` >= '2023-01-01 00:00:00' and `@timestamp` < '2023-01-03 00:00:00'
| stats count() by `process.name`, `aws.cloudwatch.log_stream`
| head 10",Non-Calcite,17.49% faster,936,950,22,16,37.50%,22.559045804478064,18.613528206315095,21.20%,17.624291999709385,11.597041000641184,51.97%,361.22495800009347,1721.278624999286,-79.01%,26,20,30.00%,35,24,45.83%,0.6244472412441925,0.6336144164835146,-1.45%,0,0
